,date,passport,Immigration,Travel Visa,Refugee,Conflict,Violence,Crisis,Militia,Genocide,Armed Forces,Civilian,Currency,Lottery,Economy,Bureau de change,Wage,Protest,Coup dՎtat,Government,country
1950,2018-11-01,27.0,31.0,65.0,3.0,5.0,12.0,16.0,,12.0,27.0,19.0,60.0,16.0,47.0,44.0,60.0,25.0,3.0,28.0,AT
1951,2018-12-01,25.0,35.0,62.0,3.0,3.0,11.0,12.0,,7.0,25.0,19.0,57.0,11.0,41.0,46.0,58.0,41.0,3.0,27.0,AT
1952,2019-01-01,33.0,37.0,72.0,3.0,5.0,12.0,14.0,,12.0,19.0,19.0,58.0,19.0,48.0,41.0,70.0,17.0,3.0,30.0,AT
1953,2019-02-01,27.0,38.0,78.0,2.0,4.0,17.0,8.0,,8.0,40.0,11.0,63.0,58.0,48.0,43.0,74.0,24.0,2.0,26.0,AT
1954,2019-03-01,31.0,32.0,74.0,3.0,4.0,18.0,8.0,,10.0,31.0,32.0,64.0,71.0,49.0,38.0,82.0,28.0,3.0,27.0,AT
1955,2019-04-01,39.0,33.0,65.0,3.0,4.0,10.0,14.0,,19.0,25.0,22.0,64.0,10.0,47.0,42.0,73.0,18.0,3.0,23.0,AT
1956,2019-05-01,47.0,35.0,62.0,2.0,5.0,11.0,14.0,,12.0,23.0,19.0,69.0,8.0,47.0,43.0,63.0,13.0,3.0,100.0,AT
1957,2019-06-01,49.0,27.0,73.0,2.0,5.0,11.0,12.0,,7.0,27.0,27.0,66.0,9.0,41.0,49.0,68.0,24.0,0.0,36.0,AT
1958,2019-07-01,55.0,28.0,76.0,2.0,3.0,9.0,10.0,,12.0,27.0,15.0,71.0,9.0,34.0,51.0,67.0,15.0,3.0,18.0,AT
1959,2019-08-01,39.0,28.0,68.0,2.0,3.0,9.0,13.0,,7.0,21.0,14.0,70.0,10.0,38.0,68.0,58.0,27.0,2.0,26.0,AT
1960,2019-09-01,31.0,32.0,69.0,2.0,3.0,9.0,13.0,,7.0,19.0,28.0,63.0,12.0,47.0,53.0,66.0,23.0,2.0,34.0,AT
1961,2019-10-01,30.0,33.0,65.0,2.0,4.0,12.0,13.0,,22.0,23.0,27.0,63.0,9.0,54.0,53.0,71.0,41.0,3.0,32.0,AT
1962,2019-11-01,27.0,36.0,63.0,2.0,4.0,10.0,15.0,,14.0,25.0,17.0,56.0,12.0,49.0,43.0,63.0,40.0,3.0,29.0,AT
1963,2019-12-01,29.0,26.0,60.0,2.0,4.0,11.0,13.0,,13.0,23.0,24.0,59.0,11.0,38.0,41.0,52.0,20.0,1.0,34.0,AT
1964,2020-01-01,43.0,35.0,73.0,2.0,7.0,14.0,12.0,,11.0,27.0,23.0,62.0,10.0,52.0,46.0,69.0,24.0,3.0,76.0,AT
1965,2020-02-01,40.0,34.0,59.0,2.0,4.0,11.0,14.0,,10.0,20.0,27.0,58.0,12.0,52.0,56.0,67.0,20.0,2.0,28.0,AT
1966,2020-03-01,18.0,32.0,32.0,7.0,5.0,15.0,100.0,,13.0,29.0,26.0,59.0,9.0,80.0,61.0,62.0,18.0,3.0,84.0,AT
1967,2020-04-01,13.0,31.0,22.0,2.0,5.0,13.0,82.0,,21.0,25.0,22.0,49.0,9.0,66.0,49.0,54.0,24.0,4.0,69.0,AT
1968,2020-05-01,24.0,36.0,26.0,2.0,6.0,14.0,44.0,,13.0,23.0,23.0,51.0,9.0,55.0,51.0,55.0,36.0,4.0,42.0,AT
1969,2020-06-01,35.0,28.0,26.0,1.0,5.0,11.0,28.0,,9.0,22.0,21.0,55.0,8.0,48.0,55.0,62.0,100.0,2.0,31.0,AT
1970,2020-07-01,42.0,25.0,27.0,1.0,4.0,8.0,17.0,,16.0,26.0,20.0,52.0,8.0,36.0,52.0,53.0,36.0,3.0,31.0,AT
1971,2020-08-01,33.0,26.0,29.0,2.0,4.0,9.0,15.0,,10.0,22.0,21.0,55.0,9.0,33.0,52.0,60.0,34.0,3.0,20.0,AT
1972,2020-09-01,23.0,29.0,28.0,3.0,4.0,11.0,18.0,,11.0,18.0,26.0,47.0,10.0,42.0,46.0,59.0,21.0,3.0,27.0,AT
1973,2020-10-01,19.0,29.0,27.0,2.0,5.0,11.0,18.0,,16.0,26.0,31.0,50.0,9.0,43.0,52.0,63.0,37.0,2.0,42.0,AT
1974,2020-11-01,17.0,38.0,22.0,2.0,5.0,15.0,20.0,,12.0,21.0,32.0,57.0,9.0,51.0,51.0,59.0,34.0,4.0,44.0,AT
1975,2020-12-01,16.0,25.0,23.0,2.0,4.0,11.0,16.0,,11.0,20.0,14.0,48.0,13.0,41.0,32.0,56.0,24.0,3.0,42.0,AT
1976,2021-01-01,21.0,36.0,30.0,2.0,4.0,13.0,18.0,,12.0,24.0,29.0,53.0,12.0,44.0,38.0,70.0,56.0,6.0,53.0,AT
1977,2021-02-01,26.0,27.0,25.0,2.0,4.0,11.0,17.0,,17.0,22.0,27.0,54.0,13.0,41.0,37.0,70.0,27.0,8.0,43.0,AT
1978,2021-03-01,31.0,24.0,25.0,1.0,5.0,11.0,18.0,,15.0,23.0,13.0,64.0,10.0,41.0,52.0,76.0,25.0,4.0,43.0,AT
1979,2021-04-01,37.0,31.0,25.0,2.0,5.0,12.0,19.0,,23.0,24.0,25.0,59.0,9.0,41.0,49.0,64.0,21.0,5.0,33.0,AT
1980,2021-05-01,70.0,25.0,29.0,1.0,8.0,13.0,14.0,,26.0,23.0,13.0,58.0,9.0,38.0,34.0,58.0,25.0,2.0,30.0,AT
1981,2021-06-01,99.0,23.0,35.0,2.0,4.0,9.0,12.0,,17.0,15.0,16.0,55.0,8.0,34.0,53.0,80.0,15.0,2.0,23.0,AT
1982,2021-07-01,100.0,28.0,38.0,1.0,3.0,9.0,11.0,,16.0,19.0,18.0,53.0,8.0,27.0,61.0,54.0,17.0,1.0,16.0,AT
1983,2021-08-01,62.0,25.0,35.0,3.0,3.0,11.0,11.0,,11.0,23.0,19.0,50.0,9.0,24.0,61.0,68.0,15.0,2.0,20.0,AT
1984,2021-09-01,43.0,25.0,32.0,2.0,3.0,9.0,13.0,,6.0,20.0,19.0,56.0,10.0,37.0,58.0,58.0,22.0,2.0,28.0,AT
1985,2021-10-01,40.0,29.0,39.0,2.0,4.0,9.0,18.0,,10.0,23.0,17.0,67.0,10.0,40.0,58.0,82.0,26.0,3.0,41.0,AT
1986,2021-11-01,56.0,34.0,38.0,2.0,4.0,10.0,17.0,,18.0,23.0,15.0,68.0,14.0,41.0,52.0,62.0,54.0,3.0,46.0,AT
1987,2021-12-01,46.0,32.0,38.0,2.0,4.0,11.0,16.0,,15.0,22.0,29.0,89.0,14.0,38.0,48.0,77.0,46.0,4.0,51.0,AT
1988,2022-01-01,59.0,41.0,46.0,2.0,12.0,15.0,24.0,,17.0,31.0,23.0,67.0,42.0,44.0,37.0,81.0,34.0,4.0,40.0,AT
1989,2022-02-01,54.0,33.0,51.0,4.0,100.0,91.0,31.0,,49.0,100.0,34.0,72.0,41.0,45.0,55.0,73.0,53.0,6.0,36.0,AT
1990,2022-03-01,58.0,45.0,57.0,16.0,60.0,100.0,32.0,,43.0,86.0,44.0,83.0,34.0,56.0,100.0,85.0,42.0,7.0,35.0,AT
1991,2022-04-01,62.0,39.0,53.0,6.0,23.0,46.0,25.0,,42.0,52.0,33.0,73.0,60.0,46.0,56.0,69.0,18.0,4.0,25.0,AT
1992,2022-05-01,68.0,31.0,60.0,5.0,17.0,42.0,23.0,,19.0,39.0,31.0,80.0,40.0,50.0,59.0,88.0,21.0,4.0,28.0,AT
1993,2022-06-01,66.0,30.0,60.0,4.0,12.0,33.0,21.0,,15.0,43.0,26.0,88.0,43.0,43.0,62.0,84.0,15.0,4.0,33.0,AT
1994,2022-07-01,64.0,27.0,62.0,3.0,8.0,29.0,17.0,,14.0,37.0,15.0,90.0,41.0,33.0,86.0,89.0,33.0,4.0,28.0,AT
1995,2022-08-01,52.0,29.0,62.0,3.0,8.0,30.0,17.0,,11.0,40.0,14.0,78.0,43.0,32.0,75.0,83.0,14.0,3.0,24.0,AT
1996,2022-09-01,41.0,30.0,61.0,3.0,11.0,38.0,21.0,,13.0,44.0,15.0,79.0,45.0,42.0,62.0,76.0,39.0,7.0,32.0,AT
1997,2022-10-01,36.0,37.0,63.0,3.0,11.0,41.0,21.0,,14.0,49.0,18.0,74.0,49.0,49.0,64.0,80.0,46.0,4.0,29.0,AT
1998,2022-11-01,31.0,40.0,55.0,3.0,10.0,36.0,19.0,,10.0,40.0,17.0,72.0,44.0,44.0,50.0,77.0,51.0,3.0,25.0,AT
1999,2022-12-01,31.0,39.0,54.0,2.0,8.0,35.0,19.0,,10.0,47.0,17.0,77.0,60.0,39.0,45.0,75.0,29.0,8.0,24.0,AT
2000,2023-01-01,44.0,37.0,65.0,3.0,9.0,37.0,19.0,,11.0,44.0,17.0,82.0,57.0,48.0,51.0,100.0,27.0,4.0,28.0,AT
2001,2023-02-01,39.0,27.0,64.0,2.0,8.0,37.0,22.0,,13.0,41.0,21.0,75.0,42.0,39.0,67.0,88.0,25.0,5.0,27.0,AT
2002,2008-01-01,25.0,42.0,64.0,0.0,51.0,38.0,0.0,0.0,26.0,0.0,0.0,44.0,0.0,88.0,80.0,66.0,0.0,67.0,100.0,AZ
2003,2008-02-01,0.0,0.0,40.0,0.0,0.0,34.0,65.0,0.0,22.0,0.0,100.0,19.0,65.0,100.0,0.0,84.0,53.0,0.0,36.0,AZ
2004,2008-03-01,60.0,100.0,100.0,0.0,100.0,34.0,50.0,0.0,100.0,57.0,0.0,38.0,0.0,52.0,0.0,72.0,0.0,61.0,0.0,AZ
2005,2008-04-01,47.0,31.0,68.0,84.0,0.0,51.0,0.0,0.0,17.0,0.0,0.0,38.0,56.0,56.0,0.0,75.0,95.0,99.0,0.0,AZ
2006,2008-05-01,32.0,0.0,73.0,0.0,49.0,41.0,33.0,0.0,0.0,0.0,0.0,5.0,66.0,73.0,0.0,70.0,35.0,66.0,0.0,AZ
2007,2008-06-01,0.0,46.0,0.0,100.0,0.0,65.0,0.0,0.0,15.0,100.0,0.0,27.0,100.0,47.0,0.0,48.0,0.0,0.0,56.0,AZ
2008,2008-07-01,59.0,0.0,40.0,0.0,0.0,27.0,20.0,0.0,0.0,0.0,0.0,38.0,0.0,18.0,52.0,0.0,0.0,0.0,36.0,AZ
2009,2008-08-01,25.0,76.0,58.0,0.0,77.0,91.0,0.0,0.0,11.0,50.0,0.0,29.0,41.0,34.0,0.0,0.0,0.0,0.0,48.0,AZ
2010,2008-09-01,64.0,29.0,47.0,63.0,0.0,53.0,34.0,0.0,8.0,0.0,0.0,24.0,64.0,85.0,0.0,63.0,0.0,44.0,38.0,AZ
2011,2008-10-01,17.0,68.0,71.0,0.0,36.0,32.0,46.0,0.0,0.0,38.0,0.0,40.0,38.0,77.0,59.0,44.0,62.0,0.0,0.0,AZ
2012,2008-11-01,28.0,0.0,26.0,71.0,49.0,45.0,63.0,0.0,0.0,25.0,0.0,39.0,40.0,62.0,0.0,100.0,100.0,0.0,80.0,AZ
2013,2008-12-01,44.0,28.0,48.0,63.0,32.0,45.0,100.0,0.0,15.0,0.0,0.0,34.0,67.0,78.0,45.0,0.0,27.0,98.0,28.0,AZ
2014,2009-01-01,25.0,43.0,27.0,0.0,44.0,50.0,97.0,0.0,18.0,0.0,52.0,24.0,29.0,84.0,0.0,44.0,0.0,0.0,31.0,AZ
2015,2009-02-01,38.0,38.0,59.0,0.0,0.0,34.0,62.0,0.0,45.0,71.0,0.0,27.0,56.0,43.0,0.0,0.0,0.0,0.0,52.0,AZ
2016,2009-03-01,30.0,36.0,12.0,0.0,51.0,42.0,49.0,0.0,29.0,0.0,0.0,32.0,47.0,44.0,71.0,83.0,0.0,0.0,23.0,AZ
2017,2009-04-01,44.0,15.0,28.0,0.0,38.0,40.0,78.0,87.0,27.0,0.0,0.0,30.0,48.0,80.0,0.0,42.0,21.0,42.0,75.0,AZ
2018,2009-05-01,38.0,35.0,29.0,88.0,19.0,46.0,74.0,0.0,5.0,0.0,0.0,18.0,22.0,66.0,60.0,0.0,0.0,0.0,64.0,AZ
2019,2009-06-01,44.0,56.0,43.0,0.0,20.0,50.0,31.0,0.0,0.0,0.0,0.0,27.0,55.0,51.0,33.0,65.0,52.0,0.0,23.0,AZ
2020,2009-07-01,62.0,25.0,43.0,25.0,0.0,30.0,28.0,0.0,0.0,19.0,0.0,21.0,25.0,40.0,0.0,0.0,0.0,0.0,23.0,AZ
2021,2009-08-01,66.0,49.0,38.0,35.0,14.0,35.0,19.0,0.0,0.0,53.0,0.0,26.0,74.0,23.0,100.0,25.0,0.0,33.0,37.0,AZ
2022,2009-09-01,0.0,0.0,40.0,0.0,0.0,36.0,22.0,0.0,6.0,0.0,0.0,42.0,21.0,40.0,0.0,0.0,0.0,100.0,0.0,AZ
2023,2009-10-01,22.0,27.0,37.0,42.0,0.0,42.0,17.0,0.0,0.0,0.0,0.0,23.0,38.0,61.0,69.0,22.0,0.0,0.0,0.0,AZ
2024,2009-11-01,36.0,28.0,57.0,55.0,24.0,36.0,47.0,0.0,0.0,27.0,58.0,23.0,61.0,55.0,0.0,27.0,0.0,0.0,44.0,AZ
2025,2009-12-01,21.0,36.0,35.0,0.0,23.0,31.0,27.0,0.0,5.0,0.0,0.0,27.0,23.0,64.0,0.0,21.0,22.0,0.0,31.0,AZ
2026,2010-01-01,17.0,43.0,42.0,0.0,13.0,39.0,0.0,52.0,10.0,13.0,0.0,20.0,25.0,49.0,0.0,25.0,0.0,0.0,12.0,AZ
2027,2010-02-01,49.0,27.0,25.0,0.0,0.0,42.0,0.0,0.0,63.0,24.0,0.0,24.0,33.0,61.0,0.0,0.0,25.0,0.0,19.0,AZ
2028,2010-03-01,34.0,30.0,50.0,0.0,0.0,40.0,14.0,0.0,45.0,0.0,0.0,25.0,25.0,54.0,0.0,0.0,0.0,66.0,16.0,AZ
2029,2010-04-01,15.0,22.0,49.0,0.0,57.0,53.0,0.0,0.0,17.0,0.0,0.0,15.0,57.0,51.0,0.0,0.0,0.0,0.0,40.0,AZ
2030,2010-05-01,0.0,45.0,35.0,38.0,0.0,44.0,20.0,0.0,11.0,0.0,25.0,30.0,0.0,55.0,0.0,45.0,60.0,38.0,24.0,AZ
2031,2010-06-01,33.0,14.0,82.0,0.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,36.0,46.0,0.0,85.0,0.0,51.0,17.0,AZ
2032,2010-07-01,43.0,23.0,40.0,0.0,15.0,36.0,24.0,55.0,0.0,0.0,0.0,19.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,AZ
2033,2010-08-01,0.0,0.0,23.0,44.0,0.0,26.0,0.0,0.0,0.0,23.0,0.0,15.0,56.0,24.0,0.0,0.0,0.0,53.0,18.0,AZ
2034,2010-09-01,13.0,28.0,39.0,0.0,15.0,32.0,13.0,100.0,0.0,0.0,0.0,18.0,23.0,26.0,0.0,15.0,0.0,0.0,9.0,AZ
2035,2010-10-01,25.0,29.0,61.0,32.0,18.0,35.0,0.0,0.0,4.0,16.0,0.0,26.0,63.0,53.0,52.0,28.0,0.0,0.0,29.0,AZ
2036,2010-11-01,35.0,15.0,49.0,22.0,13.0,39.0,24.0,0.0,9.0,0.0,62.0,22.0,0.0,40.0,0.0,0.0,23.0,20.0,28.0,AZ
2037,2010-12-01,32.0,22.0,38.0,0.0,23.0,42.0,14.0,0.0,9.0,16.0,0.0,19.0,27.0,47.0,0.0,0.0,0.0,0.0,0.0,AZ
2038,2011-01-01,24.0,27.0,27.0,13.0,10.0,37.0,8.0,0.0,9.0,11.0,0.0,18.0,24.0,33.0,13.0,13.0,14.0,0.0,17.0,AZ
2039,2011-02-01,30.0,0.0,26.0,14.0,17.0,36.0,0.0,0.0,43.0,14.0,0.0,15.0,15.0,21.0,10.0,18.0,20.0,16.0,20.0,AZ
2040,2011-03-01,38.0,9.0,30.0,23.0,16.0,36.0,8.0,0.0,30.0,0.0,0.0,16.0,23.0,25.0,0.0,6.0,16.0,0.0,14.0,AZ
2041,2011-04-01,29.0,22.0,28.0,19.0,15.0,35.0,14.0,0.0,11.0,4.0,15.0,19.0,16.0,39.0,15.0,38.0,15.0,8.0,16.0,AZ
2042,2011-05-01,18.0,4.0,29.0,12.0,16.0,53.0,0.0,0.0,7.0,12.0,0.0,24.0,18.0,23.0,0.0,26.0,16.0,7.0,13.0,AZ
2043,2011-06-01,19.0,6.0,32.0,25.0,12.0,35.0,17.0,0.0,3.0,12.0,14.0,19.0,26.0,27.0,0.0,37.0,0.0,15.0,19.0,AZ
2044,2011-07-01,25.0,15.0,43.0,19.0,7.0,29.0,7.0,0.0,6.0,6.0,0.0,18.0,5.0,15.0,8.0,12.0,9.0,0.0,16.0,AZ
2045,2011-08-01,26.0,8.0,33.0,7.0,5.0,45.0,11.0,0.0,3.0,16.0,6.0,25.0,19.0,14.0,0.0,20.0,7.0,0.0,12.0,AZ
2046,2011-09-01,20.0,17.0,27.0,24.0,7.0,33.0,0.0,0.0,3.0,13.0,23.0,26.0,15.0,21.0,18.0,13.0,0.0,0.0,8.0,AZ
2047,2011-10-01,24.0,12.0,16.0,0.0,3.0,37.0,7.0,0.0,1.0,6.0,0.0,23.0,32.0,29.0,0.0,35.0,6.0,8.0,14.0,AZ
2048,2011-11-01,18.0,7.0,24.0,0.0,0.0,37.0,12.0,0.0,5.0,10.0,0.0,22.0,21.0,27.0,0.0,32.0,4.0,0.0,17.0,AZ
2049,2011-12-01,18.0,5.0,27.0,22.0,14.0,36.0,8.0,10.0,9.0,4.0,15.0,22.0,13.0,25.0,0.0,29.0,13.0,9.0,12.0,AZ
2050,2012-01-01,20.0,9.0,23.0,5.0,12.0,39.0,8.0,0.0,14.0,9.0,4.0,28.0,18.0,24.0,16.0,27.0,0.0,0.0,11.0,AZ
2051,2012-02-01,19.0,13.0,21.0,10.0,8.0,46.0,8.0,0.0,46.0,11.0,19.0,22.0,13.0,18.0,6.0,23.0,11.0,9.0,10.0,AZ
2052,2012-03-01,14.0,4.0,16.0,9.0,13.0,39.0,0.0,0.0,17.0,8.0,6.0,18.0,20.0,15.0,11.0,15.0,17.0,0.0,10.0,AZ
2053,2012-04-01,20.0,7.0,21.0,7.0,12.0,40.0,3.0,0.0,7.0,7.0,10.0,19.0,10.0,20.0,0.0,21.0,0.0,13.0,9.0,AZ
2054,2012-05-01,21.0,6.0,18.0,11.0,12.0,42.0,6.0,0.0,4.0,9.0,8.0,17.0,21.0,19.0,0.0,22.0,3.0,10.0,15.0,AZ
2055,2012-06-01,28.0,5.0,24.0,11.0,10.0,42.0,7.0,7.0,2.0,8.0,0.0,20.0,14.0,13.0,8.0,11.0,3.0,0.0,14.0,AZ
2056,2012-07-01,29.0,8.0,30.0,14.0,6.0,33.0,4.0,0.0,4.0,9.0,8.0,19.0,19.0,7.0,13.0,20.0,4.0,0.0,7.0,AZ
2057,2012-08-01,25.0,9.0,33.0,5.0,4.0,35.0,5.0,0.0,1.0,6.0,11.0,18.0,14.0,10.0,0.0,7.0,5.0,0.0,3.0,AZ
2058,2012-09-01,22.0,8.0,20.0,7.0,6.0,35.0,5.0,0.0,3.0,6.0,0.0,18.0,37.0,14.0,0.0,22.0,7.0,0.0,10.0,AZ
2059,2012-10-01,25.0,8.0,23.0,8.0,9.0,30.0,5.0,7.0,2.0,6.0,4.0,17.0,38.0,22.0,0.0,13.0,7.0,0.0,10.0,AZ
2060,2012-11-01,18.0,7.0,23.0,9.0,12.0,37.0,5.0,0.0,3.0,3.0,5.0,18.0,26.0,25.0,0.0,25.0,10.0,4.0,10.0,AZ
2061,2012-12-01,17.0,5.0,17.0,7.0,12.0,34.0,2.0,0.0,1.0,3.0,7.0,16.0,31.0,16.0,0.0,26.0,9.0,8.0,14.0,AZ
2062,2013-01-01,20.0,4.0,17.0,14.0,13.0,39.0,0.0,0.0,4.0,5.0,7.0,16.0,27.0,13.0,8.0,17.0,33.0,0.0,9.0,AZ
2063,2013-02-01,19.0,4.0,18.0,13.0,8.0,39.0,2.0,0.0,35.0,6.0,4.0,17.0,43.0,10.0,9.0,18.0,7.0,0.0,10.0,AZ
2064,2013-03-01,20.0,9.0,17.0,9.0,7.0,39.0,7.0,0.0,17.0,3.0,0.0,17.0,30.0,19.0,7.0,16.0,6.0,4.0,6.0,AZ
2065,2013-04-01,27.0,6.0,21.0,14.0,7.0,41.0,4.0,0.0,5.0,1.0,3.0,15.0,30.0,17.0,5.0,15.0,8.0,0.0,11.0,AZ
2066,2013-05-01,18.0,8.0,24.0,0.0,8.0,43.0,6.0,4.0,3.0,4.0,2.0,16.0,36.0,15.0,4.0,19.0,2.0,5.0,11.0,AZ
2067,2013-06-01,24.0,3.0,20.0,7.0,7.0,40.0,9.0,0.0,2.0,8.0,0.0,20.0,33.0,14.0,0.0,25.0,11.0,0.0,9.0,AZ
2068,2013-07-01,20.0,5.0,23.0,8.0,4.0,40.0,0.0,0.0,2.0,5.0,0.0,20.0,24.0,5.0,5.0,19.0,5.0,0.0,5.0,AZ
2069,2013-08-01,16.0,4.0,21.0,7.0,3.0,36.0,2.0,0.0,2.0,4.0,0.0,17.0,30.0,9.0,10.0,30.0,3.0,3.0,5.0,AZ
2070,2013-09-01,35.0,2.0,23.0,12.0,6.0,33.0,2.0,0.0,2.0,10.0,5.0,19.0,31.0,13.0,16.0,23.0,5.0,3.0,8.0,AZ
2071,2013-10-01,17.0,5.0,15.0,13.0,6.0,30.0,2.0,6.0,2.0,4.0,2.0,19.0,33.0,14.0,6.0,16.0,11.0,0.0,10.0,AZ
2072,2013-11-01,18.0,3.0,19.0,5.0,8.0,33.0,6.0,0.0,2.0,5.0,6.0,17.0,50.0,15.0,9.0,13.0,9.0,0.0,10.0,AZ
2073,2013-12-01,13.0,3.0,14.0,12.0,6.0,32.0,3.0,0.0,3.0,5.0,9.0,16.0,50.0,14.0,3.0,31.0,10.0,0.0,9.0,AZ
2074,2014-01-01,14.0,7.0,16.0,10.0,8.0,39.0,1.0,0.0,5.0,9.0,6.0,18.0,51.0,11.0,3.0,17.0,5.0,0.0,9.0,AZ
2075,2014-02-01,15.0,5.0,18.0,8.0,5.0,35.0,3.0,0.0,24.0,4.0,4.0,20.0,57.0,9.0,2.0,15.0,9.0,3.0,5.0,AZ
2076,2014-03-01,15.0,4.0,16.0,5.0,6.0,37.0,1.0,0.0,18.0,10.0,5.0,17.0,52.0,13.0,5.0,12.0,5.0,3.0,8.0,AZ
2077,2014-04-01,19.0,4.0,19.0,11.0,6.0,35.0,2.0,4.0,7.0,5.0,2.0,19.0,43.0,16.0,5.0,15.0,7.0,2.0,7.0,AZ
2078,2014-05-01,16.0,6.0,19.0,9.0,8.0,41.0,5.0,0.0,2.0,5.0,9.0,17.0,52.0,12.0,4.0,13.0,6.0,3.0,10.0,AZ
2079,2014-06-01,16.0,6.0,23.0,13.0,6.0,31.0,4.0,0.0,2.0,12.0,3.0,18.0,49.0,9.0,6.0,15.0,7.0,0.0,6.0,AZ
2080,2014-07-01,24.0,4.0,25.0,8.0,3.0,33.0,4.0,0.0,1.0,5.0,7.0,19.0,46.0,7.0,5.0,16.0,7.0,0.0,5.0,AZ
2081,2014-08-01,21.0,6.0,23.0,11.0,10.0,47.0,3.0,0.0,2.0,6.0,9.0,17.0,44.0,6.0,7.0,17.0,1.0,2.0,5.0,AZ
2082,2014-09-01,14.0,3.0,25.0,11.0,6.0,29.0,4.0,0.0,2.0,8.0,5.0,19.0,35.0,11.0,4.0,17.0,2.0,0.0,9.0,AZ
2083,2014-10-01,22.0,4.0,19.0,6.0,5.0,28.0,1.0,0.0,0.0,4.0,6.0,19.0,43.0,17.0,4.0,17.0,4.0,0.0,6.0,AZ
2084,2014-11-01,25.0,5.0,21.0,7.0,8.0,31.0,3.0,0.0,3.0,5.0,7.0,24.0,46.0,16.0,3.0,16.0,9.0,2.0,9.0,AZ
2085,2014-12-01,22.0,3.0,16.0,10.0,6.0,30.0,4.0,0.0,3.0,6.0,4.0,42.0,53.0,17.0,8.0,16.0,7.0,2.0,4.0,AZ
2086,2015-01-01,20.0,4.0,19.0,9.0,6.0,29.0,5.0,0.0,3.0,4.0,6.0,36.0,57.0,10.0,6.0,30.0,5.0,3.0,7.0,AZ
2087,2015-02-01,21.0,4.0,16.0,7.0,5.0,29.0,9.0,0.0,24.0,4.0,2.0,100.0,49.0,15.0,13.0,21.0,7.0,0.0,7.0,AZ
2088,2015-03-01,16.0,7.0,16.0,11.0,5.0,34.0,4.0,0.0,26.0,7.0,8.0,53.0,60.0,12.0,8.0,19.0,6.0,1.0,7.0,AZ
2089,2015-04-01,20.0,0.0,20.0,5.0,8.0,34.0,3.0,0.0,18.0,6.0,9.0,48.0,61.0,15.0,4.0,30.0,7.0,2.0,9.0,AZ
2090,2015-05-01,19.0,4.0,20.0,6.0,4.0,34.0,3.0,0.0,3.0,6.0,6.0,29.0,50.0,11.0,5.0,15.0,5.0,0.0,8.0,AZ
2091,2015-06-01,21.0,7.0,24.0,8.0,4.0,26.0,4.0,0.0,2.0,11.0,4.0,29.0,47.0,8.0,7.0,15.0,6.0,0.0,10.0,AZ
2092,2015-07-01,25.0,6.0,25.0,10.0,4.0,29.0,2.0,0.0,1.0,9.0,4.0,28.0,50.0,6.0,3.0,14.0,3.0,3.0,6.0,AZ
2093,2015-08-01,20.0,5.0,26.0,9.0,3.0,27.0,4.0,5.0,1.0,6.0,11.0,46.0,46.0,11.0,4.0,19.0,4.0,0.0,4.0,AZ
2094,2015-09-01,19.0,5.0,27.0,26.0,7.0,24.0,5.0,10.0,2.0,5.0,9.0,34.0,44.0,12.0,3.0,19.0,6.0,5.0,7.0,AZ
2095,2015-10-01,19.0,4.0,19.0,19.0,8.0,24.0,5.0,2.0,2.0,7.0,7.0,30.0,45.0,19.0,5.0,23.0,3.0,5.0,9.0,AZ
2096,2015-11-01,19.0,5.0,17.0,17.0,9.0,26.0,6.0,0.0,2.0,9.0,5.0,32.0,44.0,18.0,5.0,20.0,6.0,2.0,11.0,AZ
2097,2015-12-01,16.0,8.0,17.0,18.0,8.0,28.0,9.0,0.0,2.0,10.0,10.0,98.0,56.0,17.0,7.0,22.0,6.0,0.0,6.0,AZ
2098,2016-01-01,17.0,10.0,20.0,16.0,6.0,27.0,10.0,0.0,3.0,7.0,7.0,71.0,57.0,14.0,8.0,32.0,34.0,0.0,9.0,AZ
2099,2016-02-01,18.0,6.0,20.0,16.0,6.0,25.0,6.0,2.0,23.0,7.0,8.0,49.0,50.0,15.0,8.0,22.0,6.0,2.0,9.0,AZ
2100,2016-03-01,19.0,6.0,18.0,13.0,7.0,25.0,4.0,0.0,28.0,6.0,6.0,58.0,80.0,14.0,11.0,22.0,5.0,0.0,10.0,AZ
2101,2016-04-01,16.0,4.0,18.0,9.0,21.0,47.0,7.0,0.0,11.0,18.0,7.0,42.0,48.0,14.0,4.0,14.0,10.0,2.0,9.0,AZ
2102,2016-05-01,18.0,1.0,21.0,8.0,10.0,36.0,5.0,0.0,4.0,13.0,10.0,32.0,43.0,13.0,5.0,16.0,5.0,4.0,11.0,AZ
2103,2016-06-01,18.0,5.0,23.0,11.0,7.0,27.0,3.0,0.0,5.0,10.0,8.0,40.0,51.0,13.0,0.0,19.0,7.0,5.0,8.0,AZ
2104,2016-07-01,19.0,6.0,24.0,11.0,4.0,27.0,5.0,0.0,1.0,7.0,6.0,41.0,51.0,7.0,6.0,25.0,2.0,65.0,5.0,AZ
2105,2016-08-01,20.0,4.0,23.0,11.0,3.0,24.0,3.0,0.0,2.0,10.0,7.0,47.0,38.0,8.0,9.0,22.0,3.0,6.0,9.0,AZ
