,date,passport,Immigration,Travel Visa,Refugee,Conflict,Economy,country
10309,2014-03-01,2.0,5.0,3.0,1.0,7.0,9.0,DJ
10310,2014-04-01,2.0,4.0,6.0,3.0,4.0,7.0,DJ
10311,2014-05-01,2.0,0.0,8.0,1.0,0.0,6.0,DJ
10312,2014-06-01,3.0,6.0,11.0,1.0,0.0,5.0,DJ
10313,2014-07-01,3.0,6.0,13.0,0.0,0.0,2.0,DJ
10314,2014-08-01,3.0,7.0,7.0,0.0,4.0,2.0,DJ
10315,2014-09-01,3.0,4.0,6.0,1.0,3.0,5.0,DJ
10316,2014-10-01,6.0,4.0,11.0,0.0,0.0,6.0,DJ
10317,2014-11-01,0.0,8.0,9.0,0.0,6.0,8.0,DJ
10318,2014-12-01,0.0,3.0,11.0,2.0,6.0,5.0,DJ
10319,2015-01-01,0.0,4.0,5.0,0.0,1.0,7.0,DJ
10320,2015-02-01,0.0,3.0,6.0,1.0,7.0,6.0,DJ
10321,2015-03-01,1.0,2.0,3.0,0.0,3.0,4.0,DJ
10322,2015-04-01,0.0,4.0,4.0,1.0,2.0,4.0,DJ
10323,2015-05-01,2.0,4.0,6.0,2.0,4.0,3.0,DJ
10324,2015-06-01,0.0,6.0,17.0,2.0,0.0,7.0,DJ
10325,2015-07-01,0.0,4.0,25.0,2.0,2.0,4.0,DJ
10326,2015-08-01,2.0,5.0,12.0,1.0,0.0,3.0,DJ
10327,2015-09-01,3.0,4.0,10.0,2.0,2.0,5.0,DJ
10328,2015-10-01,0.0,8.0,12.0,3.0,0.0,8.0,DJ
10329,2015-11-01,3.0,8.0,10.0,2.0,3.0,9.0,DJ
10330,2015-12-01,4.0,7.0,14.0,1.0,3.0,7.0,DJ
10331,2016-01-01,1.0,4.0,11.0,1.0,0.0,8.0,DJ
10332,2016-02-01,2.0,6.0,12.0,1.0,2.0,10.0,DJ
10333,2016-03-01,3.0,2.0,9.0,1.0,1.0,9.0,DJ
10334,2016-04-01,0.0,7.0,13.0,0.0,10.0,8.0,DJ
10335,2016-05-01,0.0,4.0,12.0,1.0,5.0,6.0,DJ
10336,2016-06-01,4.0,9.0,12.0,1.0,0.0,6.0,DJ
10337,2016-07-01,1.0,5.0,16.0,1.0,0.0,2.0,DJ
10338,2016-08-01,3.0,6.0,24.0,1.0,0.0,5.0,DJ
10339,2016-09-01,5.0,2.0,11.0,0.0,0.0,2.0,DJ
10340,2016-10-01,0.0,6.0,26.0,0.0,0.0,10.0,DJ
10341,2016-11-01,4.0,11.0,25.0,1.0,3.0,12.0,DJ
10342,2016-12-01,0.0,11.0,29.0,0.0,20.0,8.0,DJ
10343,2017-01-01,4.0,19.0,17.0,6.0,0.0,0.0,DJ
10344,2017-02-01,5.0,6.0,19.0,0.0,3.0,6.0,DJ
10345,2017-03-01,2.0,6.0,11.0,0.0,0.0,8.0,DJ
10346,2017-04-01,2.0,3.0,14.0,0.0,0.0,2.0,DJ
10347,2017-05-01,6.0,6.0,13.0,1.0,4.0,8.0,DJ
10348,2017-06-01,6.0,5.0,12.0,1.0,7.0,3.0,DJ
10349,2017-07-01,4.0,5.0,24.0,0.0,0.0,1.0,DJ
10350,2017-08-01,8.0,5.0,16.0,0.0,0.0,3.0,DJ
10351,2017-09-01,3.0,8.0,19.0,1.0,4.0,9.0,DJ
10352,2017-10-01,4.0,11.0,17.0,0.0,3.0,6.0,DJ
10353,2017-11-01,2.0,9.0,22.0,1.0,8.0,7.0,DJ
10354,2017-12-01,6.0,3.0,14.0,1.0,2.0,3.0,DJ
10355,2018-01-01,4.0,3.0,16.0,2.0,2.0,8.0,DJ
10356,2018-02-01,6.0,15.0,19.0,1.0,3.0,9.0,DJ
10357,2018-03-01,6.0,12.0,17.0,1.0,2.0,9.0,DJ
10358,2018-04-01,14.0,7.0,15.0,1.0,6.0,7.0,DJ
10359,2018-05-01,2.0,8.0,15.0,0.0,0.0,5.0,DJ
10360,2018-06-01,3.0,5.0,12.0,2.0,2.0,5.0,DJ
10361,2018-07-01,0.0,4.0,22.0,1.0,0.0,2.0,DJ
10362,2018-08-01,0.0,5.0,23.0,0.0,5.0,3.0,DJ
10363,2018-09-01,0.0,0.0,21.0,1.0,2.0,5.0,DJ
10364,2018-10-01,1.0,6.0,15.0,0.0,3.0,9.0,DJ
10365,2018-11-01,4.0,12.0,12.0,1.0,0.0,10.0,DJ
10366,2018-12-01,0.0,4.0,16.0,1.0,0.0,9.0,DJ
10367,2019-01-01,1.0,8.0,12.0,0.0,0.0,17.0,DJ
10368,2019-02-01,0.0,3.0,21.0,0.0,0.0,9.0,DJ
10369,2019-03-01,1.0,6.0,15.0,1.0,4.0,11.0,DJ
10370,2019-04-01,4.0,2.0,11.0,1.0,0.0,10.0,DJ
10371,2019-05-01,0.0,8.0,17.0,0.0,6.0,0.0,DJ
10372,2019-06-01,3.0,2.0,19.0,0.0,3.0,7.0,DJ
10373,2019-07-01,2.0,9.0,17.0,0.0,0.0,4.0,DJ
10374,2019-08-01,7.0,5.0,17.0,3.0,0.0,0.0,DJ
10375,2019-09-01,6.0,4.0,18.0,0.0,5.0,7.0,DJ
10376,2019-10-01,3.0,7.0,22.0,1.0,0.0,8.0,DJ
10377,2019-11-01,0.0,2.0,20.0,0.0,0.0,5.0,DJ
10378,2019-12-01,3.0,9.0,18.0,0.0,0.0,9.0,DJ
10379,2020-01-01,2.0,7.0,13.0,0.0,3.0,9.0,DJ
10380,2020-02-01,9.0,7.0,8.0,0.0,2.0,5.0,DJ
10381,2020-03-01,2.0,6.0,8.0,2.0,2.0,4.0,DJ
10382,2020-04-01,0.0,9.0,3.0,0.0,0.0,5.0,DJ
10383,2020-05-01,0.0,2.0,4.0,2.0,0.0,3.0,DJ
10384,2020-06-01,0.0,7.0,10.0,0.0,0.0,5.0,DJ
10385,2020-07-01,5.0,7.0,9.0,3.0,4.0,4.0,DJ
10386,2020-08-01,3.0,4.0,4.0,0.0,0.0,7.0,DJ
10387,2020-09-01,2.0,7.0,11.0,1.0,0.0,5.0,DJ
10388,2020-10-01,0.0,9.0,10.0,1.0,0.0,0.0,DJ
10389,2020-11-01,0.0,4.0,6.0,0.0,3.0,9.0,DJ
10390,2020-12-01,2.0,4.0,10.0,0.0,4.0,6.0,DJ
10391,2021-01-01,3.0,5.0,9.0,1.0,0.0,11.0,DJ
10392,2021-02-01,3.0,3.0,13.0,1.0,3.0,6.0,DJ
10393,2021-03-01,0.0,6.0,13.0,2.0,3.0,6.0,DJ
10394,2021-04-01,2.0,4.0,9.0,0.0,0.0,5.0,DJ
10395,2021-05-01,4.0,4.0,13.0,0.0,4.0,7.0,DJ
10396,2021-06-01,1.0,6.0,13.0,1.0,5.0,5.0,DJ
10397,2021-07-01,6.0,5.0,14.0,0.0,3.0,5.0,DJ
10398,2021-08-01,5.0,6.0,24.0,0.0,0.0,3.0,DJ
10399,2021-09-01,3.0,7.0,16.0,0.0,5.0,5.0,DJ
10400,2021-10-01,7.0,4.0,20.0,0.0,0.0,8.0,DJ
10401,2021-11-01,6.0,4.0,26.0,1.0,4.0,10.0,DJ
10402,2021-12-01,1.0,1.0,15.0,0.0,0.0,8.0,DJ
10403,2022-01-01,0.0,3.0,38.0,0.0,0.0,7.0,DJ
10404,2022-02-01,1.0,13.0,23.0,0.0,0.0,5.0,DJ
10405,2022-03-01,3.0,4.0,24.0,1.0,0.0,5.0,DJ
10406,2022-04-01,8.0,5.0,18.0,1.0,2.0,7.0,DJ
10407,2022-05-01,4.0,5.0,20.0,0.0,0.0,4.0,DJ
10408,2022-06-01,4.0,4.0,19.0,1.0,2.0,3.0,DJ
10409,2022-07-01,7.0,5.0,29.0,0.0,0.0,3.0,DJ
10410,2022-08-01,3.0,2.0,21.0,3.0,0.0,2.0,DJ
10411,2022-09-01,8.0,8.0,23.0,0.0,0.0,2.0,DJ
10412,2022-10-01,7.0,7.0,24.0,1.0,0.0,2.0,DJ
10413,2022-11-01,4.0,5.0,17.0,1.0,0.0,7.0,DJ
10414,2022-12-01,3.0,6.0,12.0,1.0,0.0,4.0,DJ
10415,2023-01-01,3.0,6.0,17.0,1.0,0.0,7.0,DJ
10416,2005-01-01,100.0,100.0,95.0,0.0,0.0,87.0,DM
10417,2005-02-01,0.0,74.0,0.0,0.0,0.0,0.0,DM
10418,2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10419,2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10420,2005-05-01,0.0,0.0,100.0,0.0,100.0,55.0,DM
10421,2005-06-01,0.0,0.0,90.0,87.0,0.0,77.0,DM
10422,2005-07-01,0.0,0.0,0.0,0.0,85.0,0.0,DM
10423,2005-08-01,0.0,0.0,0.0,100.0,0.0,0.0,DM
10424,2005-09-01,0.0,82.0,0.0,0.0,34.0,0.0,DM
10425,2005-10-01,0.0,0.0,0.0,0.0,0.0,40.0,DM
10426,2005-11-01,51.0,0.0,0.0,0.0,0.0,0.0,DM
10427,2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10428,2006-01-01,0.0,0.0,52.0,0.0,79.0,0.0,DM
10429,2006-02-01,0.0,0.0,0.0,0.0,0.0,100.0,DM
10430,2006-03-01,0.0,0.0,44.0,0.0,0.0,0.0,DM
10431,2006-04-01,0.0,0.0,0.0,87.0,0.0,42.0,DM
10432,2006-05-01,0.0,0.0,44.0,0.0,0.0,0.0,DM
10433,2006-06-01,0.0,23.0,0.0,0.0,0.0,0.0,DM
10434,2006-07-01,62.0,0.0,0.0,0.0,0.0,0.0,DM
10435,2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10436,2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10437,2006-10-01,0.0,0.0,37.0,0.0,0.0,43.0,DM
10438,2006-11-01,0.0,0.0,0.0,0.0,0.0,31.0,DM
10439,2006-12-01,0.0,0.0,0.0,0.0,36.0,0.0,DM
10440,2007-01-01,0.0,0.0,0.0,94.0,0.0,0.0,DM
10441,2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10442,2007-03-01,21.0,33.0,0.0,0.0,0.0,0.0,DM
10443,2007-04-01,0.0,35.0,36.0,0.0,0.0,25.0,DM
10444,2007-05-01,21.0,0.0,49.0,0.0,23.0,0.0,DM
10445,2007-06-01,0.0,0.0,0.0,0.0,0.0,19.0,DM
10446,2007-07-01,0.0,18.0,0.0,29.0,0.0,31.0,DM
10447,2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10448,2007-09-01,0.0,0.0,18.0,0.0,0.0,0.0,DM
10449,2007-10-01,0.0,0.0,0.0,0.0,0.0,25.0,DM
10450,2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10451,2007-12-01,0.0,0.0,0.0,0.0,53.0,0.0,DM
10452,2008-01-01,23.0,14.0,0.0,0.0,0.0,32.0,DM
10453,2008-02-01,0.0,0.0,16.0,13.0,0.0,10.0,DM
10454,2008-03-01,0.0,0.0,0.0,0.0,15.0,11.0,DM
10455,2008-04-01,0.0,0.0,0.0,0.0,12.0,0.0,DM
10456,2008-05-01,0.0,12.0,0.0,0.0,0.0,0.0,DM
10457,2008-06-01,21.0,0.0,0.0,0.0,0.0,0.0,DM
10458,2008-07-01,0.0,11.0,0.0,0.0,0.0,0.0,DM
10459,2008-08-01,37.0,0.0,0.0,0.0,0.0,13.0,DM
10460,2008-09-01,0.0,0.0,0.0,0.0,17.0,0.0,DM
10461,2008-10-01,0.0,0.0,0.0,0.0,0.0,12.0,DM
10462,2008-11-01,0.0,0.0,26.0,14.0,0.0,0.0,DM
10463,2008-12-01,0.0,0.0,30.0,0.0,0.0,0.0,DM
10464,2009-01-01,0.0,15.0,39.0,0.0,21.0,0.0,DM
10465,2009-02-01,0.0,0.0,16.0,0.0,0.0,0.0,DM
10466,2009-03-01,0.0,0.0,32.0,0.0,0.0,0.0,DM
10467,2009-04-01,28.0,0.0,0.0,18.0,0.0,0.0,DM
10468,2009-05-01,0.0,0.0,61.0,0.0,35.0,0.0,DM
10469,2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,DM
10470,2009-07-01,0.0,20.0,16.0,0.0,0.0,0.0,DM
10471,2009-08-01,0.0,0.0,0.0,20.0,0.0,0.0,DM
10472,2009-09-01,43.0,0.0,22.0,0.0,35.0,13.0,DM
10473,2009-10-01,0.0,10.0,0.0,0.0,0.0,0.0,DM
10474,2009-11-01,0.0,0.0,0.0,31.0,16.0,0.0,DM
10475,2009-12-01,0.0,0.0,0.0,21.0,17.0,0.0,DM
10476,2010-01-01,0.0,30.0,24.0,0.0,0.0,0.0,DM
10477,2010-02-01,0.0,0.0,24.0,0.0,0.0,0.0,DM
10478,2010-03-01,25.0,0.0,0.0,11.0,0.0,0.0,DM
10479,2010-04-01,0.0,0.0,0.0,0.0,0.0,15.0,DM
10480,2010-05-01,25.0,0.0,0.0,19.0,0.0,0.0,DM
10481,2010-06-01,21.0,15.0,32.0,0.0,0.0,0.0,DM
10482,2010-07-01,38.0,0.0,0.0,0.0,0.0,0.0,DM
10483,2010-08-01,0.0,7.0,18.0,0.0,0.0,0.0,DM
10484,2010-09-01,0.0,0.0,19.0,17.0,0.0,9.0,DM
10485,2010-10-01,0.0,0.0,15.0,0.0,0.0,0.0,DM
10486,2010-11-01,0.0,0.0,0.0,0.0,0.0,8.0,DM
10487,2010-12-01,0.0,0.0,0.0,19.0,23.0,0.0,DM
10488,2011-01-01,7.0,2.0,9.0,0.0,0.0,0.0,DM
10489,2011-02-01,0.0,9.0,13.0,3.0,0.0,5.0,DM
10490,2011-03-01,10.0,0.0,15.0,0.0,3.0,0.0,DM
10491,2011-04-01,9.0,3.0,21.0,0.0,0.0,6.0,DM
10492,2011-05-01,9.0,0.0,9.0,0.0,0.0,0.0,DM
10493,2011-06-01,0.0,6.0,15.0,3.0,2.0,6.0,DM
10494,2011-07-01,10.0,3.0,11.0,2.0,2.0,5.0,DM
10495,2011-08-01,0.0,0.0,18.0,0.0,4.0,6.0,DM
10496,2011-09-01,0.0,0.0,0.0,0.0,0.0,2.0,DM
10497,2011-10-01,5.0,3.0,0.0,0.0,0.0,5.0,DM
10498,2011-11-01,8.0,2.0,5.0,0.0,4.0,5.0,DM
10499,2011-12-01,4.0,3.0,6.0,0.0,0.0,2.0,DM
10500,2012-01-01,12.0,4.0,12.0,0.0,0.0,2.0,DM
10501,2012-02-01,12.0,0.0,12.0,0.0,5.0,4.0,DM
10502,2012-03-01,9.0,2.0,0.0,0.0,0.0,4.0,DM
10503,2012-04-01,4.0,0.0,8.0,0.0,3.0,2.0,DM
10504,2012-05-01,8.0,6.0,6.0,0.0,2.0,4.0,DM
10505,2012-06-01,5.0,3.0,10.0,0.0,0.0,4.0,DM
10506,2012-07-01,6.0,5.0,12.0,7.0,2.0,0.0,DM
10507,2012-08-01,3.0,1.0,12.0,0.0,2.0,4.0,DM
10508,2012-09-01,11.0,1.0,11.0,2.0,2.0,7.0,DM
10509,2012-10-01,5.0,0.0,12.0,0.0,2.0,7.0,DM
10510,2012-11-01,5.0,3.0,3.0,0.0,3.0,8.0,DM
10511,2012-12-01,5.0,4.0,7.0,0.0,0.0,3.0,DM
10512,2013-01-01,4.0,3.0,21.0,0.0,0.0,3.0,DM
10513,2013-02-01,5.0,0.0,15.0,0.0,0.0,7.0,DM
10514,2013-03-01,13.0,0.0,14.0,0.0,0.0,3.0,DM
10515,2013-04-01,5.0,5.0,20.0,11.0,0.0,0.0,DM
10516,2013-05-01,5.0,4.0,26.0,7.0,0.0,5.0,DM
10517,2013-06-01,0.0,0.0,15.0,0.0,7.0,3.0,DM
10518,2013-07-01,7.0,3.0,15.0,0.0,0.0,0.0,DM
10519,2013-08-01,6.0,0.0,8.0,0.0,3.0,0.0,DM
10520,2013-09-01,14.0,0.0,6.0,0.0,0.0,3.0,DM
10521,2013-10-01,0.0,0.0,6.0,0.0,4.0,12.0,DM
10522,2013-11-01,0.0,5.0,11.0,0.0,0.0,3.0,DM
10523,2013-12-01,0.0,0.0,9.0,0.0,0.0,0.0,DM
10524,2014-01-01,8.0,0.0,0.0,4.0,0.0,0.0,DM
10525,2014-02-01,5.0,0.0,14.0,0.0,0.0,0.0,DM
10526,2014-03-01,0.0,0.0,4.0,3.0,0.0,7.0,DM
10527,2014-04-01,8.0,0.0,14.0,0.0,2.0,0.0,DM
10528,2014-05-01,0.0,0.0,17.0,0.0,0.0,4.0,DM
10529,2014-06-01,10.0,0.0,11.0,0.0,0.0,0.0,DM
10530,2014-07-01,5.0,0.0,19.0,3.0,0.0,0.0,DM
10531,2014-08-01,0.0,5.0,9.0,0.0,0.0,0.0,DM
10532,2014-09-01,4.0,0.0,11.0,0.0,0.0,7.0,DM
10533,2014-10-01,0.0,0.0,0.0,0.0,0.0,6.0,DM
10534,2014-11-01,6.0,0.0,0.0,0.0,0.0,3.0,DM
10535,2014-12-01,0.0,5.0,7.0,5.0,0.0,0.0,DM
10536,2015-01-01,7.0,0.0,9.0,0.0,0.0,0.0,DM
10537,2015-02-01,0.0,4.0,5.0,0.0,0.0,15.0,DM
10538,2015-03-01,0.0,4.0,10.0,0.0,0.0,14.0,DM
10539,2015-04-01,5.0,0.0,13.0,4.0,0.0,4.0,DM
10540,2015-05-01,4.0,4.0,37.0,0.0,0.0,0.0,DM
10541,2015-06-01,11.0,3.0,8.0,0.0,0.0,2.0,DM
10542,2015-07-01,3.0,0.0,9.0,0.0,0.0,2.0,DM
10543,2015-08-01,9.0,0.0,12.0,0.0,3.0,0.0,DM
10544,2015-09-01,0.0,0.0,5.0,0.0,0.0,4.0,DM
10545,2015-10-01,0.0,0.0,0.0,4.0,5.0,0.0,DM
10546,2015-11-01,0.0,2.0,4.0,0.0,0.0,5.0,DM
10547,2015-12-01,8.0,2.0,11.0,0.0,0.0,4.0,DM
10548,2016-01-01,0.0,3.0,9.0,6.0,4.0,0.0,DM
10549,2016-02-01,0.0,0.0,6.0,0.0,5.0,3.0,DM
10550,2016-03-01,4.0,0.0,21.0,0.0,5.0,16.0,DM
10551,2016-04-01,13.0,2.0,13.0,0.0,2.0,0.0,DM
10552,2016-05-01,7.0,0.0,8.0,0.0,0.0,3.0,DM
10553,2016-06-01,7.0,2.0,10.0,9.0,2.0,0.0,DM
10554,2016-07-01,3.0,4.0,9.0,2.0,3.0,3.0,DM
10555,2016-08-01,4.0,0.0,8.0,0.0,0.0,0.0,DM
10556,2016-09-01,4.0,0.0,8.0,7.0,3.0,5.0,DM
10557,2016-10-01,0.0,7.0,9.0,0.0,2.0,0.0,DM
10558,2016-11-01,5.0,4.0,10.0,0.0,3.0,0.0,DM
10559,2016-12-01,3.0,2.0,8.0,5.0,0.0,3.0,DM
10560,2017-01-01,15.0,2.0,7.0,0.0,0.0,0.0,DM
10561,2017-02-01,10.0,6.0,21.0,8.0,0.0,9.0,DM
10562,2017-03-01,6.0,0.0,3.0,0.0,2.0,3.0,DM
10563,2017-04-01,0.0,4.0,16.0,0.0,3.0,0.0,DM
10564,2017-05-01,3.0,4.0,14.0,0.0,0.0,0.0,DM
10565,2017-06-01,5.0,0.0,7.0,5.0,0.0,3.0,DM
10566,2017-07-01,5.0,0.0,8.0,0.0,0.0,2.0,DM
10567,2017-08-01,4.0,0.0,15.0,0.0,0.0,0.0,DM
10568,2017-09-01,0.0,4.0,0.0,0.0,5.0,0.0,DM
10569,2017-10-01,0.0,24.0,0.0,0.0,0.0,0.0,DM
10570,2017-11-01,0.0,0.0,36.0,0.0,0.0,0.0,DM
10571,2017-12-01,0.0,11.0,29.0,11.0,0.0,8.0,DM
10572,2018-01-01,0.0,0.0,0.0,8.0,0.0,0.0,DM
10573,2018-02-01,12.0,0.0,16.0,0.0,7.0,0.0,DM
10574,2018-03-01,17.0,0.0,19.0,0.0,0.0,0.0,DM
10575,2018-04-01,0.0,6.0,20.0,0.0,0.0,0.0,DM
10576,2018-05-01,0.0,5.0,11.0,0.0,0.0,0.0,DM
10577,2018-06-01,14.0,0.0,20.0,0.0,10.0,15.0,DM
10578,2018-07-01,0.0,0.0,26.0,0.0,0.0,0.0,DM
10579,2018-08-01,0.0,0.0,8.0,0.0,0.0,0.0,DM
10580,2018-09-01,0.0,0.0,13.0,0.0,0.0,0.0,DM
10581,2018-10-01,0.0,0.0,27.0,0.0,0.0,10.0,DM
10582,2018-11-01,7.0,0.0,19.0,0.0,0.0,3.0,DM
10583,2018-12-01,0.0,0.0,0.0,4.0,0.0,0.0,DM
10584,2019-01-01,9.0,0.0,16.0,12.0,0.0,4.0,DM
10585,2019-02-01,6.0,4.0,8.0,0.0,0.0,8.0,DM
10586,2019-03-01,9.0,4.0,28.0,0.0,0.0,0.0,DM
10587,2019-04-01,0.0,0.0,20.0,0.0,0.0,0.0,DM
10588,2019-05-01,9.0,0.0,7.0,0.0,3.0,0.0,DM
10589,2019-06-01,8.0,5.0,21.0,0.0,0.0,6.0,DM
10590,2019-07-01,14.0,14.0,14.0,9.0,0.0,12.0,DM
10591,2019-08-01,0.0,3.0,6.0,0.0,0.0,0.0,DM
10592,2019-09-01,0.0,5.0,0.0,0.0,0.0,0.0,DM
10593,2019-10-01,11.0,0.0,5.0,0.0,0.0,0.0,DM
10594,2019-11-01,4.0,5.0,7.0,0.0,0.0,6.0,DM
10595,2019-12-01,0.0,3.0,8.0,0.0,0.0,5.0,DM
10596,2020-01-01,13.0,0.0,15.0,0.0,0.0,0.0,DM
10597,2020-02-01,0.0,7.0,11.0,0.0,0.0,3.0,DM
10598,2020-03-01,0.0,0.0,11.0,0.0,0.0,3.0,DM
10599,2020-04-01,0.0,2.0,0.0,4.0,0.0,0.0,DM
10600,2020-05-01,0.0,0.0,5.0,0.0,0.0,6.0,DM
10601,2020-06-01,0.0,0.0,7.0,0.0,0.0,13.0,DM
10602,2020-07-01,0.0,3.0,0.0,4.0,3.0,3.0,DM
10603,2020-08-01,0.0,0.0,0.0,0.0,4.0,0.0,DM
10604,2020-09-01,0.0,0.0,13.0,0.0,3.0,7.0,DM
10605,2020-10-01,0.0,0.0,0.0,0.0,0.0,3.0,DM
10606,2020-11-01,0.0,2.0,0.0,0.0,0.0,4.0,DM
10607,2020-12-01,8.0,3.0,0.0,0.0,6.0,0.0,DM
10608,2021-01-01,0.0,0.0,0.0,0.0,13.0,0.0,DM
10609,2021-02-01,5.0,0.0,6.0,0.0,0.0,5.0,DM
10610,2021-03-01,0.0,6.0,0.0,0.0,0.0,0.0,DM
10611,2021-04-01,0.0,3.0,0.0,0.0,0.0,7.0,DM
10612,2021-05-01,4.0,0.0,10.0,0.0,4.0,2.0,DM
10613,2021-06-01,9.0,3.0,6.0,0.0,0.0,3.0,DM
10614,2021-07-01,15.0,4.0,6.0,0.0,0.0,3.0,DM
10615,2021-08-01,4.0,0.0,19.0,0.0,0.0,3.0,DM
10616,2021-09-01,0.0,5.0,6.0,0.0,0.0,0.0,DM
10617,2021-10-01,0.0,2.0,4.0,9.0,6.0,0.0,DM
10618,2021-11-01,0.0,0.0,0.0,0.0,3.0,4.0,DM
10619,2021-12-01,4.0,0.0,0.0,0.0,0.0,4.0,DM
10620,2022-01-01,6.0,0.0,11.0,0.0,0.0,5.0,DM
10621,2022-02-01,10.0,4.0,0.0,0.0,0.0,7.0,DM
10622,2022-03-01,8.0,3.0,10.0,0.0,3.0,7.0,DM
10623,2022-04-01,5.0,0.0,16.0,0.0,0.0,5.0,DM
10624,2022-05-01,18.0,4.0,11.0,0.0,0.0,4.0,DM
10625,2022-06-01,5.0,3.0,10.0,0.0,2.0,4.0,DM
10626,2022-07-01,11.0,4.0,21.0,0.0,4.0,3.0,DM
10627,2022-08-01,8.0,2.0,17.0,6.0,2.0,0.0,DM
10628,2022-09-01,5.0,2.0,19.0,0.0,0.0,3.0,DM
10629,2022-10-01,9.0,0.0,13.0,0.0,5.0,3.0,DM
10630,2022-11-01,10.0,2.0,20.0,0.0,2.0,0.0,DM
10631,2022-12-01,11.0,0.0,10.0,0.0,0.0,4.0,DM
10632,2023-01-01,17.0,3.0,21.0,0.0,0.0,5.0,DM
10633,2005-01-01,34.0,44.0,96.0,0.0,49.0,44.0,DO
10634,2005-02-01,0.0,40.0,56.0,0.0,43.0,90.0,DO
10635,2005-03-01,21.0,100.0,73.0,0.0,100.0,69.0,DO
10636,2005-04-01,21.0,0.0,82.0,100.0,79.0,73.0,DO
10637,2005-05-01,23.0,41.0,68.0,0.0,76.0,57.0,DO
10638,2005-06-01,25.0,70.0,78.0,0.0,0.0,67.0,DO
10639,2005-07-01,37.0,27.0,49.0,0.0,58.0,51.0,DO
10640,2005-08-01,21.0,45.0,79.0,0.0,42.0,44.0,DO
10641,2005-09-01,15.0,58.0,42.0,0.0,82.0,100.0,DO
10642,2005-10-01,15.0,45.0,46.0,0.0,19.0,70.0,DO
10643,2005-11-01,38.0,40.0,57.0,0.0,80.0,87.0,DO
10644,2005-12-01,26.0,30.0,69.0,0.0,0.0,42.0,DO
10645,2006-01-01,27.0,55.0,69.0,39.0,25.0,60.0,DO
10646,2006-02-01,26.0,27.0,47.0,79.0,59.0,85.0,DO
10647,2006-03-01,42.0,66.0,88.0,40.0,55.0,69.0,DO
10648,2006-04-01,13.0,65.0,63.0,0.0,51.0,55.0,DO
10649,2006-05-01,31.0,66.0,54.0,52.0,66.0,65.0,DO
10650,2006-06-01,15.0,53.0,43.0,0.0,0.0,54.0,DO
10651,2006-07-01,15.0,51.0,74.0,0.0,56.0,34.0,DO
10652,2006-08-01,24.0,7.0,79.0,23.0,48.0,45.0,DO
10653,2006-09-01,20.0,44.0,58.0,0.0,58.0,83.0,DO
10654,2006-10-01,9.0,59.0,66.0,0.0,72.0,62.0,DO
10655,2006-11-01,22.0,32.0,49.0,34.0,42.0,56.0,DO
10656,2006-12-01,23.0,21.0,58.0,0.0,16.0,28.0,DO
10657,2007-01-01,24.0,34.0,74.0,0.0,27.0,40.0,DO
10658,2007-02-01,15.0,34.0,68.0,39.0,16.0,64.0,DO
10659,2007-03-01,20.0,41.0,67.0,0.0,55.0,50.0,DO
10660,2007-04-01,16.0,46.0,59.0,0.0,48.0,47.0,DO
10661,2007-05-01,32.0,16.0,70.0,16.0,36.0,57.0,DO
10662,2007-06-01,24.0,54.0,65.0,0.0,34.0,41.0,DO
10663,2007-07-01,18.0,31.0,58.0,9.0,43.0,29.0,DO
10664,2007-08-01,15.0,25.0,65.0,22.0,13.0,42.0,DO
10665,2007-09-01,23.0,25.0,51.0,0.0,28.0,62.0,DO
10666,2007-10-01,15.0,28.0,57.0,0.0,34.0,52.0,DO
10667,2007-11-01,18.0,23.0,59.0,0.0,31.0,43.0,DO
10668,2007-12-01,16.0,28.0,59.0,0.0,41.0,32.0,DO
10669,2008-01-01,19.0,23.0,66.0,0.0,21.0,41.0,DO
10670,2008-02-01,18.0,26.0,68.0,0.0,36.0,53.0,DO
10671,2008-03-01,23.0,20.0,45.0,0.0,61.0,48.0,DO
10672,2008-04-01,22.0,18.0,67.0,10.0,43.0,52.0,DO
10673,2008-05-01,16.0,28.0,68.0,0.0,25.0,42.0,DO
10674,2008-06-01,17.0,20.0,50.0,10.0,53.0,36.0,DO
10675,2008-07-01,20.0,36.0,47.0,8.0,29.0,33.0,DO
10676,2008-08-01,13.0,20.0,60.0,0.0,32.0,27.0,DO
10677,2008-09-01,16.0,43.0,43.0,0.0,21.0,51.0,DO
10678,2008-10-01,11.0,26.0,49.0,0.0,38.0,58.0,DO
10679,2008-11-01,16.0,20.0,47.0,0.0,67.0,48.0,DO
10680,2008-12-01,14.0,28.0,43.0,0.0,28.0,20.0,DO
10681,2009-01-01,24.0,20.0,48.0,0.0,40.0,36.0,DO
10682,2009-02-01,14.0,20.0,55.0,0.0,48.0,52.0,DO
